TestDataID,Rating
716,2.89086
717,2.08201
718,2.14678
719,3.2894
720,3.58067
721,4.22871
722,3.86398
723,3.57115
724,3.38451
725,3.56563
726,2.99661
727,3.27164
728,4.45732
729,3.28546
730,3.68479
731,3.83753
732,3.97502
733,4.49741
734,4.37408
735,5.4146
736,4.48255
737,4.8192
738,4.39423
739,4.43571
740,3.97156
741,4.63902
742,3.67711
743,3.17374
744,4.80497
745,3.89416
746,4.68578
747,5.29782
748,3.66948
749,4.16212
750,4.65399
751,4.3809
752,3.77595
753,3.2499
754,4.9781
755,4.13125
756,4.80895
757,2.3691
758,4.23703
759,4.2199
760,4.78143
761,4.04635
762,3.08516
763,4.13983
764,3.9896
765,3.91534
766,4.81626
767,4.63852
768,2.58072
769,4.67998
770,4.5248
771,2.21917
772,4.46738
773,4.72061
774,4.94494
775,4.25187
776,4.6513
777,2.86771
778,4.21172
779,4.79053
780,4.59158
781,3.86748
782,2.49187
783,4.30664
784,3.81413
785,4.51755
786,4.72174
787,4.64186
788,5.27535
789,4.89822
790,3.15555
791,3.3515
792,4.29041
793,5.42865
794,4.88864
795,4.6385
796,5.23087
797,5.13835
798,4.29564
799,4.33148
800,4.12531
801,4.13395
802,4.0493
803,3.8269
804,3.74318
805,4.01797
806,3.78679
807,1.51326
808,4.28916
809,2.10476
810,3.915
811,3.65966
812,2.20748
813,4.53866
814,4.9943
815,4.59062
816,4.28864
817,4.98003
818,4.24526
819,3.27913
820,3.94456
821,4.62554
822,3.29694
823,3.68987
824,4.1101
825,4.35602
826,4.37089
827,3.28915
828,4.38654
829,4.15778
830,4.42743
831,2.03493
832,3.7728
833,4.35164
834,3.83309
835,3.02215
836,4.37574
837,3.30223
838,3.94428
839,4.56435
840,2.87748
841,4.30165
842,2.6234
843,3.90209
844,4.36733
845,4.60258
846,4.22246
847,4.13807
848,2.89136
849,2.30695
850,3.90699
851,3.94602
852,4.18177
853,4.72709
854,3.51935
855,4.88881
856,5.29351
857,5.13208
858,5.62311
859,4.68875
860,3.09994
861,3.34799
862,3.96264
863,3.63804
864,3.86491
865,2.98306
866,4.01409
867,3.67326
868,3.60873
869,2.35677
870,3.82255
871,3.74643
872,4.06923
873,3.32849
874,3.41467
875,3.6468
876,3.7341
877,3.41158
878,3.36708
879,3.96706
880,3.68191
881,3.17864
882,3.57125
883,4.28493
884,3.92261
885,3.34966
886,3.56886
887,3.3188
888,3.74419
889,3.73616
890,3.63175
891,2.86834
892,3.50113
893,3.93732
894,3.20685
895,3.90845
896,4.18366
897,3.15647
898,3.41286
899,3.70993
900,3.95811
901,4.1869
902,4.38973
903,3.46487
904,3.44987
905,3.12623
906,4.22012
907,3.60147
908,4.32896
909,3.63662
910,3.41807
911,3.31978
912,3.90569
913,3.12857
914,3.47767
915,3.28195
916,2.58675
917,2.52279
918,3.41213
919,2.89687
920,3.20997
921,4.0581
922,4.18834
923,3.70008
924,3.76624
925,3.51031
926,3.67905
927,3.33025
928,3.00481
929,3.2292
930,3.51442
931,3.96054
932,3.05208
933,3.48373
934,2.65712
935,3.86352
936,3.62878
937,3.93855
938,3.54611
939,3.76939
940,3.5116
941,4.27603
942,2.96034
943,3.41007
944,3.97483
945,3.8286
946,3.3459
947,1.92645
948,2.21352
949,4.6747
950,2.15105
951,3.64214
952,4.27775
953,4.74856
954,5.04965
955,3.93168
956,4.55599
957,4.95567
958,4.78815
959,4.62392
960,4.94301
961,4.43972
962,4.33126
963,4.84448
964,5.18517
965,4.77976
966,4.65953
967,4.82662
968,4.28477
969,4.43756
970,4.06215
971,4.38683
972,3.9148
973,4.25354
974,4.93119
975,3.30813
976,4.39175
977,3.15686
978,3.45982
979,4.47383
980,3.83011
981,3.66104
982,3.90299
983,3.70761
984,3.89873
985,3.94836
986,2.64968
987,2.63285
988,4.19873
989,4.42069
990,4.28242
991,2.99687
992,3.69832
993,2.1227
994,1.6353
995,3.55788
996,3.46151
997,2.14805
998,3.56498
999,3.3244
1000,2.49935
1001,4.32394
1002,2.53368
1003,2.31083
1004,3.79393
1005,4.65044
1006,2.49888
1007,3.13279
1008,3.0206
1009,3.62606
1010,4.58761
1011,4.50759
1012,4.08124
1013,3.82437
1014,3.73566
1015,4.27185
1016,3.97797
1017,2.85845
1018,3.52668
1019,3.19053
1020,4.39231
1021,3.22397
1022,4.12769
1023,3.83318
1024,4.04772
1025,4.48715
1026,4.0658
1027,4.10843
1028,4.429
1029,4.26389
1030,4.08234
1031,3.93769
1032,4.00034
1033,3.88138
1034,3.78641
1035,3.50962
1036,4.68401
1037,4.70215
1038,4.1627
1039,4.8692
1040,3.45809
1041,3.72291
1042,4.89888
1043,4.62116
1044,2.47536
1045,2.36473
1046,3.59122
1047,4.32618
1048,3.52897
1049,3.0108
1050,2.87435
1051,3.57971
1052,3.67008
1053,3.57661
1054,3.79182
1055,3.82795
1056,3.14874
1057,3.8036
1058,3.46189
1059,3.55991
1060,4.08988
1061,3.68007
1062,3.2381
1063,3.69899
1064,3.86169
1065,2.76181
1066,3.7633
1067,3.99329
1068,3.43546
1069,4.13175
1070,4.42797
1071,3.74518
1072,4.98692
1073,4.67068
1074,4.65855
1075,4.55465
1076,3.67072
1077,4.74897
1078,3.64373
1079,4.28348
1080,4.10799
1081,3.89879
1082,3.55963
1083,4.72926
1084,4.39812
1085,3.84104
1086,3.95389
1087,3.1436
1088,4.00969
1089,2.67429
1090,3.28329
1091,3.19816
1092,1.91331
1093,3.6786
1094,2.76525
1095,3.74431
1096,4.01167
1097,2.85916
1098,3.06817
1099,4.0538
1100,4.37867
1101,3.13601
1102,4.36162
1103,4.4042
1104,3.91689
1105,3.25883
1106,4.02478
1107,2.99534
1108,2.98378
1109,4.01187
1110,3.42293
1111,4.59969
1112,3.86695
1113,4.55298
1114,4.66434
1115,4.5535
1116,3.86259
1117,3.73563
1118,3.49648
1119,2.36094
1120,4.68959
1121,4.59119
1122,4.03283
1123,4.31418
1124,4.95907
1125,3.92305
1126,3.4455
1127,4.30902
1128,3.01733
1129,3.50341
1130,3.51439
1131,3.66574
1132,3.46951
1133,3.13171
1134,3.76747
1135,3.1869
1136,2.97073
1137,3.88909
1138,3.67491
1139,3.51587
1140,3.87004
1141,3.00225
1142,3.4685
1143,2.93358
1144,3.78682
1145,3.52911
1146,3.52106
1147,3.86832
1148,3.06118
1149,3.26048
1150,3.18208
1151,2.80155
1152,3.68454
1153,3.95407
1154,3.02737
1155,4.44348
1156,4.63082
1157,4.68588
1158,2.87185
1159,3.85777
1160,3.64132
1161,2.6687
1162,4.33916
1163,1.9067
1164,3.04395
1165,2.86982
1166,2.01849
1167,3.14786
1168,2.81684
1169,3.75973
1170,2.59255
1171,2.62862
1172,3.08606
1173,1.71971
1174,2.39392
1175,1.92883
1176,2.39711
1177,2.37841
1178,4.00845
1179,2.25275
1180,3.86114
1181,3.3059
1182,3.6374
1183,2.01947
1184,3.30206
1185,4.26422
1186,2.51048
1187,2.12609
1188,2.70104
1189,3.16857
1190,2.21361
1191,3.20625
1192,2.96763
1193,3.56334
1194,1.61693
1195,3.43469
1196,4.1934
1197,3.41491
1198,3.2661
1199,3.45618
1200,1.54432
1201,2.60599
1202,1.62305
1203,2.15765
1204,2.74627
1205,2.99833
1206,2.10361
1207,3.48687
1208,4.0674
1209,2.79751
1210,3.67192
1211,3.32148
1212,4.03854
1213,3.48496
1214,3.64149
1215,3.80136
1216,3.43792
1217,3.37169
1218,4.33264
1219,3.54411
1220,4.50505
1221,3.27639
1222,3.91089
1223,3.60499
1224,3.8104
1225,3.97132
1226,3.61669
1227,3.76963
1228,3.91244
1229,3.68294
1230,3.80197
1231,3.48416
1232,4.29212
1233,4.09537
1234,4.75749
1235,4.73738
1236,4.88814
1237,4.01498
1238,4.19655
1239,4.88699
1240,4.96704
1241,4.29983
1242,3.50613
1243,4.86609
1244,3.76372
1245,3.92989
1246,4.58186
1247,4.82465
1248,4.58247
1249,4.40118
1250,4.37075
1251,3.92295
1252,3.53043
1253,3.50328
1254,3.69915
1255,3.95869
1256,3.37365
1257,2.47667
1258,2.49149
1259,3.08674
1260,3.68697
1261,3.5917
1262,3.21953
1263,3.64649
1264,2.46917
1265,2.89346
1266,3.56
1267,2.42018
1268,3.98045
1269,3.35138
1270,5.18438
1271,4.68561
1272,5.09526
1273,5.04487
1274,4.64425
1275,3.94019
1276,4.56773
1277,4.84566
1278,4.76158
1279,4.90065
1280,4.88127
1281,4.48534
1282,2.30914
1283,2.51076
1284,3.5768
1285,4.35127
1286,3.09763
1287,3.2572
1288,2.78685
1289,2.83147
1290,3.25333
1291,3.03456
1292,3.52609
1293,3.56262
1294,3.83601
1295,4.42709
1296,4.59785
1297,4.39422
1298,4.10811
1299,4.7535
1300,4.18139
1301,3.31853
1302,3.80168
1303,4.04573
1304,4.02543
1305,4.42291
1306,3.07627
1307,4.9251
1308,3.69679
1309,3.12367
1310,3.86688
1311,4.23533
1312,4.63709
1313,3.65103
1314,4.62954
1315,3.67682
1316,4.06847
1317,4.96854
1318,4.2483
1319,3.914
1320,3.64776
1321,3.96776
1322,3.8281
1323,4.06829
1324,3.99544
1325,4.71373
1326,3.97829
1327,4.1346
1328,3.496
1329,3.43565
1330,3.72865
1331,3.77293
1332,3.66387
1333,4.24436
1334,3.46632
1335,2.93225
1336,4.15246
1337,3.96164
1338,4.60734
1339,3.87505
1340,3.71399
1341,4.10091
1342,3.71513
1343,4.20241
1344,4.17998
1345,4.05858
1346,3.75957
1347,3.16804
1348,4.32121
1349,3.47638
1350,2.42366
1351,2.38762
1352,2.59168
1353,4.98161
1354,5.19467
1355,3.8756
1356,3.74004
1357,3.84402
1358,4.63919
1359,4.83288
1360,4.07687
1361,3.09918
1362,5.03451
1363,4.41346
1364,4.1673
1365,4.78878
1366,4.71617
1367,4.8178
1368,4.41439
1369,3.6148
1370,3.54483
1371,3.20089
1372,3.21932
1373,3.7621
1374,2.73226
1375,4.51738
1376,3.02281
1377,3.42434
1378,3.32878
1379,3.50003
1380,3.84458
1381,4.12743
1382,3.68318
1383,4.03795
1384,3.14193
1385,3.13397
1386,3.64791
1387,3.63285
1388,3.93615
1389,3.69615
1390,4.00895
1391,2.66347
1392,2.66811
1393,3.7188
1394,3.82586
1395,4.48084
1396,4.23169
1397,3.15653
1398,4.30556
1399,4.16932
1400,4.02456
1401,3.66338
1402,3.32388
1403,3.85505
1404,4.10541
1405,3.7265
1406,2.66009
1407,3.03591
1408,3.2975
1409,3.94936
1410,3.92851
1411,2.38773
1412,2.66709
1413,3.28316
1414,2.85476
1415,4.11155
1416,3.24449
1417,2.81516
1418,2.82381
1419,3.74034
1420,3.70374
1421,2.88014
1422,2.21522
1423,3.48525
1424,2.97201
1425,2.79778
1426,3.24908
1427,3.50746
1428,3.96173
1429,3.6999
1430,2.97011
1431,2.72206
1432,3.42722
1433,3.56643
1434,2.90226
1435,3.62563
1436,3.51936
1437,3.2134
1438,2.52372
1439,2.83932
1440,3.14109
1441,5.0013
1442,3.2279
1443,3.25907
1444,4.65399
1445,3.50371
1446,3.19242
1447,3.47903
1448,3.66909
1449,2.67513
1450,3.31449
1451,3.22484
1452,3.58818
1453,3.18373
1454,3.54596
1455,4.25525
1456,3.95538
1457,3.3107
1458,4.28892
1459,4.96836
1460,3.51935
1461,4.3986
1462,3.58367
1463,3.26759
1464,3.84781
1465,3.26512
1466,3.57013
1467,3.93186
1468,3.98759
1469,4.27986
1470,4.995
1471,3.74245
1472,3.22936
1473,4.04252
1474,4.15711
1475,4.06567
1476,3.69069
1477,3.70508
1478,4.00675
1479,4.00505
1480,3.49345
1481,3.68448
1482,3.27556
1483,3.37804
1484,3.40014
1485,3.64861
1486,3.39062
1487,3.82487
1488,4.00798
1489,3.37513
1490,3.56693
1491,3.91791
1492,3.08779
1493,3.72458
1494,3.83496
1495,5.01968
1496,4.14991
1497,4.74717
1498,4.65352
1499,4.12103
1500,4.27149
1501,4.56062
1502,4.85859
1503,4.87851
1504,3.9327
1505,4.54501
1506,3.4133
1507,3.58133
1508,2.46109
1509,2.61726
1510,3.28457
1511,2.36963
1512,3.67219
1513,2.94331
1514,3.54422
1515,3.81921
1516,3.67414
1517,3.64728
1518,3.8218
1519,3.80772
1520,4.20181
1521,1.86083
1522,3.44891
1523,3.48749
1524,3.81911
1525,3.73981
1526,4.06513
1527,4.07372
1528,3.46703
1529,3.79281
1530,3.83615
1531,3.27055
1532,3.11213
1533,3.85304
1534,3.95784
1535,3.38123
1536,3.41317
1537,2.6766
1538,1.80401
1539,3.36203
1540,3.04935
1541,3.03741
1542,2.75196
1543,3.48938
1544,2.45511
1545,3.29364
1546,3.19555
1547,2.4975
1548,3.71649
1549,3.15988
1550,3.75508
1551,3.58213
1552,4.72265
1553,2.90087
1554,3.38702
1555,4.05798
1556,3.97427
1557,3.65255
1558,3.91281
1559,3.22298
1560,2.56695
1561,3.20676
1562,3.46993
1563,4.17351
1564,4.0988
1565,3.15524
1566,2.97944
1567,2.92995
1568,4.59623
1569,3.31479
1570,3.2496
1571,3.9267
1572,3.89499
1573,4.06189
1574,4.2777
1575,4.0145
1576,3.95937
1577,3.91557
1578,4.04022
1579,3.21898
1580,4.42554
1581,4.27353
1582,4.13474
1583,4.41161
1584,4.35556
1585,3.81792
1586,4.34594
1587,3.90296
1588,3.88154
1589,3.1487
1590,3.96957
1591,3.7136
1592,3.57409
1593,3.39295
1594,3.64748
1595,3.55724
1596,4.10306
1597,3.43184
1598,3.69028
1599,3.68928
1600,3.77086
1601,3.99786
1602,4.39717
1603,4.07743
1604,4.67617
1605,3.08208
1606,3.69493
1607,4.00019
1608,3.54641
1609,4.5804
1610,3.91282
1611,3.59953
1612,3.93292
1613,4.59424
1614,4.8524
1615,4.01604
1616,3.76973
1617,4.22785
1618,3.95244
1619,5.09984
1620,3.20977
1621,3.51855
1622,4.34836
1623,3.46837
1624,4.19941
1625,4.79077
1626,4.58535
1627,4.44465
1628,4.82671
1629,5.03368
1630,4.57826
1631,4.84234
1632,4.88021
1633,4.8027
1634,4.36953
1635,5.07048
1636,3.55567
1637,4.33267
1638,4.91192
1639,5.06916
1640,3.7294
1641,3.86713
1642,2.67855
1643,3.11427
1644,4.2654
1645,2.94562
1646,2.94052
1647,3.95576
1648,3.94715
1649,3.12372
1650,2.73217
1651,2.33361
1652,3.48965
1653,3.72296
1654,2.57731
1655,2.7493
1656,3.29353
1657,3.39036
1658,2.55051
1659,3.91094
1660,3.64159
1661,3.91982
1662,3.96891
1663,2.82554
1664,3.84505
1665,4.05014
1666,3.66902
1667,3.54531
1668,4.07831
1669,3.90617
1670,3.47338
1671,4.28081
1672,3.59511
1673,4.60008
1674,3.76334
1675,3.6029
1676,4.03835
1677,3.84348
1678,3.76271
1679,3.23253
1680,4.11986
1681,3.48742
1682,3.487
1683,4.73147
1684,2.6412
1685,4.0359
1686,4.25344
1687,3.90408
1688,3.61122
1689,3.32989
1690,4.51719
1691,4.30676
1692,4.61344
1693,3.13906
1694,2.64586
1695,2.44604
1696,3.18455
1697,3.14247
1698,1.96411
1699,2.20052
1700,3.04486
1701,1.65106
1702,1.48724
1703,1.71495
1704,3.04595
1705,2.20829
1706,1.85856
1707,4.96895
1708,5.12639
1709,3.58366
1710,4.0263
1711,1.46288
1712,3.34162
1713,2.23461
1714,3.03584
1715,2.37935
1716,3.83028
1717,2.55597
1718,3.67187
1719,3.61711
1720,3.70905
1721,4.13484
1722,2.57935
1723,2.60043
1724,3.70398
1725,1.46948
1726,2.30536
1727,3.1221
1728,4.62054
1729,3.37784
1730,2.42474
1731,3.37664
1732,2.4996
1733,3.46593
1734,2.77836
1735,2.75821
1736,2.90361
1737,2.74848
1738,2.55404
1739,4.31516
1740,2.96818
1741,3.39541
1742,2.55345
1743,2.74615
1744,2.01274
1745,2.79631
1746,2.51481
1747,2.56874
1748,3.43015
1749,3.15145
1750,3.18514
1751,3.25354
1752,4.08997
1753,3.52845
1754,2.36408
1755,2.86885
1756,4.17753
1757,3.67369
1758,3.80762
1759,3.69339
1760,3.72089
1761,3.42566
1762,3.99829
1763,3.94402
1764,3.19309
1765,4.22983
1766,3.07536
1767,3.87664
1768,3.09988
1769,3.27701
1770,3.14226
1771,3.80163
1772,3.61128
1773,4.2654
1774,3.86724
1775,3.65483
1776,3.4915
1777,3.93894
1778,3.94506
1779,3.89866
1780,4.61165
1781,4.48035
1782,4.63979
1783,4.25027
1784,4.00676
1785,4.4047
1786,5.09343
1787,3.37689
1788,4.5979
1789,4.12136
1790,3.39083
1791,4.19609
1792,4.063
1793,3.04478
1794,3.15778
1795,4.09015
1796,4.12163
1797,3.96323
1798,4.02915
1799,4.30542
1800,3.49727
1801,3.74667
1802,3.56119
1803,3.4693
1804,4.009
1805,2.93623
1806,4.15284
1807,4.00675
1808,3.91792
1809,3.37657
1810,4.77293
1811,4.21959
1812,4.04832
1813,3.70489
1814,3.65163
1815,4.0736
1816,3.53368
1817,3.59013
1818,3.03639
1819,3.45217
1820,3.23419
1821,3.45517
1822,3.23442
1823,4.25008
1824,3.38438
1825,3.44388
1826,3.30221
1827,3.61651
1828,4.39844
1829,3.71776
1830,3.28171
1831,3.73494
1832,3.98849
1833,3.98568
1834,2.69119
1835,3.27657
1836,3.79192
1837,3.0028
1838,2.11929
1839,3.14409
1840,3.71973
1841,4.22172
1842,3.79099
1843,4.22988
1844,3.93978
1845,4.55398
1846,4.3722
1847,4.02151
1848,3.45027
1849,3.33861
1850,3.89266
1851,3.52181
1852,4.17442
1853,2.53625
1854,4.0812
1855,4.14855
1856,3.49862
1857,3.766
1858,2.84964
1859,4.27496
1860,3.95461
1861,3.93997
1862,4.202
1863,4.01693
1864,4.0005
1865,3.98839
1866,4.28553
1867,4.28763
1868,3.74158
1869,3.76035
1870,3.76468
1871,3.46425
1872,3.85642
1873,4.26723
1874,4.29835
